question_number,pipeline,correct,predicted,ground_truth,quote,source,latency,run_timestamp
26.0,Dense RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache1...","2509.01092v2.pdf, Page: 2",15.667355298995972,2025-12-04 16:50:55
27.0,Dense RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.437997817993164,2025-12-04 16:50:55
28.0,Dense RAG,True,C,C,The encoder model then processes all the chunks to obtain a chunk embedding for each chunkci = Menc(Ci).,"2509.01092v2.pdf, Page: 1",50.994646072387695,2025-12-04 16:50:55
29.0,Dense RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.",filename: 2509.01092v2.pdf page 6,12.595396518707275,2025-12-04 16:50:55
30.0,Dense RAG,True,C,C,"REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.",filename: 2509.01092v2.pdf page 1,15.974355936050415,2025-12-04 16:50:55
31.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,12.901535749435425,2025-12-04 16:50:55
32.0,Dense RAG,True,C,C,"Table 6 shows that with short context length s we are able to achievek× acceleration in TTFT and up tok× acceleration in throughput. With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",15.974877119064331,2025-12-04 16:50:55
33.0,Dense RAG,True,C,C,"Under the context length of16384(i.e., mid-to-long context),REFRAG achieves16 .53× acceleration in TTFT with cache and8.59× without cache.",filename: 2509.01092v2.pdf page 15,12.595044612884521,2025-12-04 16:50:55
34.0,Dense RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",31.64081311225891,2025-12-04 16:50:55
35.0,Dense RAG,True,C,C,"For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder reconstructs thek tokens using the projected chunk embeddingecnk 1 . Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth. To continuously adjust task difficulty, we vary the data mixture over",filename: 2509.01092v2.pdf page 3,18.93527913093567,2025-12-04 16:50:55
36.0,Dense RAG,True,C,C,"Additionally, an RL policy is trained to do selective compression to further improve the performance which we will defer the discussion to section 2.","2509.01092v2.pdf, Page: 2",34.51792240142822,2025-12-04 16:50:55
37.0,Dense RAG,True,C,C,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.",filename: 2509.01092v2.pdf page 4,11.058753490447998,2025-12-04 16:50:55
38.0,Dense RAG,False,ERROR,C,No quote provided,None,65.61057543754578,2025-12-04 16:50:55
39.0,Dense RAG,True,C,C,We follow the work of Lin et al. (2024) to use Wikipedia dumps and CommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model Lin et al. (2023) as our retriever...,filename: 2509.01092v2.pdf page 7,17.66955852508545,2025-12-04 16:50:55
40.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.409729480743408,2025-12-04 16:50:55
41.0,Dense RAG,True,C,C,"Instead of using tokens from retrieved passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.",filename: 2509.01092v2.pdf page 1,12.5946626663208,2025-12-04 16:50:55
42.0,Dense RAG,True,B,B,The results indicate that pre-training on the reconstruction task is important for the success of continual pre-training.,"2509.01092v2.pdf, Page: 5",22.118045330047607,2025-12-04 16:50:55
43.0,Dense RAG,True,C,C,REFRAGRL uses RL-based selective compression.,"2509.01092v2.pdf, Page: 4",19.045934915542603,2025-12-04 16:50:55
44.0,Dense RAG,False,D,C,"Notably,REFRAG8 and REFRAG16 consistently outperform other baselines across nearly all settings, while also achieving lower latency than CEPE (figure 2).","2509.01092v2.pdf, Page: 4",21.504439115524292,2025-12-04 16:50:55
45.0,Dense RAG,True,C,C,"This finding is particularly surprising, as REFRAG16 achieves a compression rate of 8 without recomputing chunk embeddings, yet still surpasses the performance of REFRAG8.",filename: 2509.01092v2.pdf page 6,15.535208225250244,2025-12-04 16:50:55
46.0,Dense RAG,True,C,C,"In RAG, much of the LLM context consists of concatenated passages from retrieval, with only a small subset directly relevant to the query.","2509.01092v2.pdf, Page: 0",30.236364603042603,2025-12-04 16:50:55
47.0,Dense RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,16.282612562179565,2025-12-04 16:50:55
48.0,Dense RAG,True,B,B,"The whole training is split into 9 stages. In each stage, we have a combination of different data (e.g., 1X8 means reconstructing 8 tokens, 2X8 means reconstructing 16 tokens).","2509.01092v2.pdf, Page: 19",17.4618718624115,2025-12-04 16:50:55
49.0,Dense RAG,True,C,C,"The result demonstrates that under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.",filename: 2509.01092v2.pdf page 7,13.564298391342163,2025-12-04 16:50:55
50.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",13.209316730499268,2025-12-04 16:50:55
51.0,Dense RAG,True,C,C,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).",filename: 2509.01092v2.pdf page 1,14.135494470596313,2025-12-04 16:50:55
52.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,12.151095151901245,2025-12-04 16:50:55
53.0,Dense RAG,True,C,C,"REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder. This approach offers three main advantages: ... 3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",52.60581421852112,2025-12-04 16:50:55
54.0,Dense RAG,True,C,C,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,12.345516443252563,2025-12-04 16:50:55
55.0,Dense RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,12.902181148529053,2025-12-04 16:50:55
56.0,Dense RAG,True,C,C,"Table 11Performance comparison on reconstruction task with and w/o curriculum learning. Log-Perplexity is reported
as average of Arxiv and Book domain.
...
REFRAGw/o curriculum 3.719 3.098 2.272 1.599
REFRAGwith curriculum 0.669 0.451 0.230 0.135","2509.01092v2.pdf, Page: 25",20.889747381210327,2025-12-04 16:50:55
57.0,Dense RAG,False,A,C,We compare the perplexity of xs+1:s+o using different selection policy under different p.,"2509.01092v2.pdf, Page: 4",20.581690549850464,2025-12-04 16:50:55
58.0,Dense RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,14.131335973739624,2025-12-04 16:50:55
59.0,Dense RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.438358545303345,2025-12-04 16:50:55
60.0,Dense RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,10.444468021392822,2025-12-04 16:50:55
61.0,Dense RAG,True,C,C,"the context is the dominating part of the input (i.e., s≫q ) and hence the overall input to the decoder will be reduced by a factor of≃k .","2509.01092v2.pdf, Page: 2",16.56698703765869,2025-12-04 16:50:55
62.0,Dense RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",13.537940502166748,2025-12-04 16:50:55
63.0,Dense RAG,True,C,C,"The effective compression rate k / (1−p+kp) decreases when fewer chunks are compressed (i.e.,p increases).",filename: 2509.01092v2.pdf page 4,11.673256874084473,2025-12-04 16:50:55
64.0,Dense RAG,False,ERROR,C,No quote provided,None,22.736101388931274,2025-12-04 16:50:55
65.0,Dense RAG,True,C,C,"REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.","2509.01092v2.pdf, Page: 1",50.035593032836914,2025-12-04 16:50:55
66.0,Dense RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,13.245011329650879,2025-12-04 16:50:55
67.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,23.658507347106934,2025-12-04 16:50:55
68.0,Dense RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",13.81912612915039,2025-12-04 16:50:55
69.0,Dense RAG,False,ERROR,C,No quote provided,None,62.97555613517761,2025-12-04 16:50:55
70.0,Dense RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,15.05294680595398,2025-12-04 16:50:55
